year,PGM_CODE,prog,ship,POWER,metier,TOR_CODE,week,quar,TRIPNR,duration_meas,duration_tot,SCIENTIFIC_NAME,ENGLISH_NAME,DUTCH_NAME,ICES_CODE,nodc,class_length,SSE_CATEGORY,GEAR_SUBTYPE,GEAR_COUNT,w_soort_meashauls,n_per_hour,n_total_trip,w_per_hour,w_total_trip,hpsegment2,gear
2001,DISBT,observer,HD65,221,TBB_DEF_70-99,Boomkor04w,14,2,26,2055,4940,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,22,d,NA,2,16.158387086,2.3357664234,192.31143552,0.4717777251,38.843032704,Euro,non-pulse
2001,DISBT,observer,HD65,221,TBB_DEF_70-99,Boomkor04w,14,2,26,2055,4940,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,23,d,NA,2,5.5558353585,0.700729927,57.693430657,0.1622141711,13.355633416,Euro,non-pulse
2001,DISBT,observer,HD65,221,TBB_DEF_70-99,Boomkor04w,14,2,26,2055,4940,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,24,d,NA,2,7.1230065512,0.7883211679,64.905109489,0.2079709942,17.122945189,Euro,non-pulse
2001,DISBT,observer,HD65,221,TBB_DEF_70-99,Boomkor04w,14,2,26,2055,4940,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,25,d,NA,2,2.3926542423,0.2335766423,19.231143552,0.069858518,5.7516846506,Euro,non-pulse
2001,DISBT,observer,TX38,1469,TBB_DEF_70-99,Boomkor12w,8,1,23,3040,4215,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,20,d,NA,2,5.731855328,0.75,52.6875,0.1131287236,7.9472928314,Groot,non-pulse
2001,DISBT,observer,TX38,1469,TBB_DEF_70-99,Boomkor12w,8,1,23,3040,4215,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,21,d,NA,2,8.5818478609,0.9671052632,67.939144737,0.1693785762,11.898844978,Groot,non-pulse
2001,DISBT,observer,TX38,1469,TBB_DEF_70-99,Boomkor12w,8,1,23,3040,4215,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,23,d,NA,2,6.9447941981,0.5921052632,41.595394737,0.1370683065,9.6290485345,Groot,non-pulse
2001,DISBT,observer,TX38,1469,TBB_DEF_70-99,Boomkor12w,8,1,23,3040,4215,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,25,d,NA,2,5.6825538254,0.375,26.34375,0.1121556676,7.8789356494,Groot,non-pulse
2003,DISBT,observer,GO22,1471,TBB_DEF_70-99,Boomkor12w,3,1,37,3255,3255,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,24,d,12m,2,6.4370874019,0.4497695853,24.4,0.118655989,6.4370874019,Groot,non-pulse
2003,DISBT,observer,GO44,1471,TBB_DEF_70-99,Boomkor12w,23,2,45,4010,4010,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,23,d,NA,2,2.0834382594,0.13466334160000001,9,0.0311736398,2.0834382594,Groot,non-pulse
2003,DISBT,observer,TX36,1471,TBB_DEF_70-99,Boomkor12w,33,3,48,4065,4065,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,15,d,NA,2,0.3138089303,0.073800738,5,0.0046318661,0.3138089303,Groot,non-pulse
2004,DISBT,observer,OD1,1470,TBB_DEF_70-99,Boomkor12w,34,3,57,3775,3905,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,22,d,NA,2,6.4633548345,0.5086092715,33.101986755,0.1027288186,6.6859339414,Groot,non-pulse
2004,DISBT,observer,TX43,1467,TBB_DEF_70-99,Boomkor12w,42,4,58,3405,4270,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,20,d,NA,2,4.5251489432,0.5286343612,37.621145374,0.0797383074,5.6747095411,Groot,non-pulse
2004,DISBT,observer,TX43,1467,TBB_DEF_70-99,Boomkor12w,42,4,58,3405,4270,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,22,d,NA,2,10.300971768,0.8986784141,63.955947137,0.181514921,12.917811879,Groot,non-pulse
2004,DISBT,observer,TX43,1467,TBB_DEF_70-99,Boomkor12w,42,4,58,3405,4270,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,23,d,NA,2,11.111670717,0.845814978,60.193832599,0.1958003651,13.934459313,Groot,non-pulse
2004,DISBT,observer,WR244,221,TBB_DEF_70-99,Boomkor04w,32,3,56,3735,4595,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,19,d,NA,2,1.5473009311,0.1927710843,14.763052209,0.0248562399,1.9035737024,Euro,non-pulse
2004,DISBT,observer,WR244,221,TBB_DEF_70-99,Boomkor04w,32,3,56,3735,4595,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,20,d,NA,2,1.6592212792,0.1767068273,13.532797858,0.0266541571,2.0412641975,Euro,non-pulse
2004,DISBT,observer,WR244,221,TBB_DEF_70-99,Boomkor04w,32,3,56,3735,4595,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,22,d,NA,2,4.4435564487,0.3534136546,27.065595716,0.0713824329,5.4667046538,Euro,non-pulse
2004,DISBT,observer,WR244,221,TBB_DEF_70-99,Boomkor04w,32,3,56,3735,4595,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,24,d,NA,2,3.1657806894,0.1927710843,14.763052209,0.0508559147,3.8947154667,Euro,non-pulse
2005,DISBT,observer,UK153,1471,TBB_DEF_70-99,Boomkor12e,44,4,1401,3655,5030,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,23,d,NA,2,5.0928490786,0.3611491108,30.276333789,0.0836035416,7.0087635747,Groot,pulse
2006,DISBT,observer,UK153,1471,TBB_DEF_70-99,Boomkor12e,5,1,1402,3895,5050,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,21,d,NA,2,3.327655293,0.2926829268,24.634146341,0.0512604153,4.3144182875,Groot,pulse
2006,DISBT,observer,UK153,1471,TBB_DEF_70-99,Boomkor12e,5,1,1402,3895,5050,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,24,d,NA,2,5.803931264,0.3388960205,28.523748395,0.0894058731,7.5249943217,Groot,pulse
2006,DISBT,observer,UK153,1471,TBB_DEF_70-99,Boomkor12e,9,1,1403,3770,3770,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,23,d,NA,2,8.2180064677,0.5649867374,35.5,0.1307905539,8.2180064677,Groot,pulse
2006,DISBT,observer,UK153,1471,TBB_DEF_70-99,Boomkor12e,11,1,1404,2618,3606,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,23,d,NA,2,2.5464245393,0.2521008403,15.151260504,0.0583596151,3.5074128681,Groot,pulse
2006,DISBT,observer,WR244,221,TBB_DEF_70-99,Boomkor04w,38,3,78,195,820,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,21,d,m,1,2.627096284,4.6153846154,63.076923077,0.8083373181,11.047276681,Euro,non-pulse
2006,DISBT,observer,WR244,221,TBB_DEF_70-99,Boomkor04w,38,3,78,195,820,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,22,d,m,1,3.0296975787,4.6153846154,63.076923077,0.9322146396,12.740266741,Euro,non-pulse
2006,DISBT,observer,WR244,221,TBB_DEF_70-99,Boomkor04w,38,3,78,195,820,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,24,d,m,1,3.9572258618,4.6153846154,63.076923077,1.2176079575,16.640642086,Euro,non-pulse
2007,DISBT,observer,GO26,1471,TBB_DEF_70-99,Boomkor12w,17,2,83,3780,4830,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,22,d,NA,2,0.2019798386,0.0158730159,1.2777777778,0.0032060292,0.2580853493,Groot,non-pulse
2008,DISBT,observer,TX19,1471,TBB_DEF_70-99,Boomkor12w,17,2,97,3245,5040,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,21,d,NA,2,5.2541925679,0.5546995378,46.594761171,0.0971499396,8.1605949283,Groot,non-pulse
2008,DISBT,observer,TX38,1469,TBB_DEF_70-99,Boomkor12w,41,4,104,3235,4380,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,18,d,NA,2,2.9515656347,0.5007727975,36.556414219,0.054743103,3.9962465162,Groot,non-pulse
2008,DISBT,observer,TX38,1469,TBB_DEF_70-99,Boomkor12w,41,4,104,3235,4380,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,20,d,NA,2,4.0726340488,0.5007727975,36.556414219,0.0755357165,5.5141073057,Groot,non-pulse
2008,DISBT,observer,TX38,1469,TBB_DEF_70-99,Boomkor12w,41,4,104,3235,4380,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,21,d,NA,2,13.13548142,1.3910355487,101.54559505,0.2436256214,17.784670361,Groot,non-pulse
2008,DISBT,observer,TX38,1469,TBB_DEF_70-99,Boomkor12w,41,4,104,3235,4380,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,22,d,NA,2,9.4930524132,0.8717156105,63.635239567,0.1760689783,12.853035416,Groot,non-pulse
2008,DISBT,observer,TX38,1469,TBB_DEF_70-99,Boomkor12w,41,4,104,3235,4380,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,23,d,NA,2,12.269136417,0.9829984544,71.758887172,0.2275573988,16.61169011,Groot,non-pulse
2009,DISBT,observer,TX29,1677,TBB_DEF_70-99,Boomkor12w,20,2,109,1670,4526,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,23,d,sum,2,4.5141162288,0.7005988024,52.848502994,0.1621838166,12.234065899,Groot,non-pulse
2012,DISBT,observer,HD22,1470,TBB_DEF_70-99,Boomkor12e,5,1,703.1,4377,8192,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,21,d,sum,2,3.327655293,0.2604523646,35.560429518,0.0456155626,6.2280448162,Groot,pulse
2012,DISBT,observer,HD22,1470,TBB_DEF_70-99,Boomkor12e,5,1,703.1,4377,8192,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,22,d,NA,2,2.2217782244,0.1507882111,20.587617089,0.0304561785,4.1582835764,Groot,pulse
2012,DISBT,observer,HD22,1470,TBB_DEF_70-99,Boomkor12e,5,1,703.1,4377,8192,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,23,d,sum,2,9.6069653074,0.5688827964,77.671464473,0.1316924648,17.980411194,Groot,pulse
2012,DISBT,observer,OD50,221,TBB_DEF_70-99,Boomkor04w,39,3,709.1,1845,4125,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,20,d,sum,2,6.4860468185,1.3983739837,96.138211382,0.2109283518,14.501324188,Euro,non-pulse
2012,DISBT,observer,OD50,221,TBB_DEF_70-99,Boomkor04w,39,3,709.1,1845,4125,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,21,d,sum,2,4.2909239305,0.7967479675,54.776422764,0.1395422416,9.5935291128,Euro,non-pulse
2012,DISBT,observer,OD50,221,TBB_DEF_70-99,Boomkor04w,39,3,709.1,1845,4125,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,22,d,sum,2,1.0098991929,0.162601626,11.178861789,0.0328422502,2.2579046996,Euro,non-pulse
2012,DISBT,observer,OD50,221,TBB_DEF_70-99,Boomkor04w,39,3,709.1,1845,4125,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,23,d,sum,2,1.1574656997,0.162601626,11.178861789,0.037641161,2.5878298164,Euro,non-pulse
2012,DISBT,observer,TH10,221,TBB_DEF_70-99,Boomkor04e,48,4,711.1,2195,4570,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,19,d,NA,2,1.9341261639,0.410022779,31.230068337,0.0528690523,4.0268594848,Euro,pulse
2012,DISBT,observer,TH10,221,TBB_DEF_70-99,Boomkor04e,48,4,711.1,2195,4570,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,22,d,NA,2,1.4138588701,0.1913439636,14.574031891,0.0386476229,2.9436606087,Euro,pulse
2012,DISBT,observer,TH10,221,TBB_DEF_70-99,Boomkor04e,48,4,711.1,2195,4570,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,23,d,NA,2,3.2409039591,0.3826879271,29.148063781,0.0885896299,6.7475768078,Euro,pulse
2012,DISBT,observer,TX29,1677,TBB_DEF_70-99,Boomkor12w,11,1,705.1,1490,4080,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,21,d,sum,2,7.3558695951,1.6912751678,115.00671141,0.2962095139,20.142246945,Groot,non-pulse
2012,DISBT,observer,TX29,1677,TBB_DEF_70-99,Boomkor12w,11,1,705.1,1490,4080,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,25,d,sum,2,5.0843902649,0.68456375840000006,46.55033557,0.2047405476,13.922357235,Groot,non-pulse
2013,DISBT,observer,OD6,1324,TBB_DEF_70-99,Boomkor12w,10,1,770.1,2140,5115,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,21,d,sum,2,4.5536335589,0.7289719626,62.144859813,0.1276719689,10.884035352,Groot,non-pulse
2013,DISBT,observer,OD6,1324,TBB_DEF_70-99,Boomkor12w,10,1,770.1,2140,5115,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,24,d,sum,2,12.795030286,1.3598130841,115.92406542,0.3587391669,30.582513979,Groot,non-pulse
2013,DISBT,observer,OD6,1324,TBB_DEF_70-99,Boomkor12w,10,1,770.1,2140,5115,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,25,d,sum,2,5.5330129353,0.5186915888,44.218457944,0.1551312038,13.224935123,Groot,non-pulse
2013,DISBT,observer,OD6,1324,TBB_DEF_70-99,Boomkor12w,10,1,770.1,2140,5115,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,26,d,sum,2,6.2424597681,0.5186915888,44.218457944,0.1750222365,14.920645661,Groot,non-pulse
2013,DISBT,observer,WR244,221,TBB_DEF_70-99,Boomkor04w,22,2,765.1,1255,2671,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,24,d,NA,2,5.803931264,1.0517928287,46.822310757,0.2774787855,12.352430602,Euro,non-pulse
2014,DISBT,observer,HD22,1470,TBB_DEF_70-99,Boomkor12e,49,4,1034.1,4295,7680,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,20,d,sum,2,1.2067063848,0.111757858,14.305005821,0.0168573651,2.1577427324,Groot,pulse
2014,DISBT,observer,HD22,1470,TBB_DEF_70-99,Boomkor12e,49,4,1034.1,4295,7680,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,21,d,sum,2,1.4886878942,0.1187427241,15.199068685,0.0207965713,2.661961124,Groot,pulse
2014,DISBT,observer,HD22,1470,TBB_DEF_70-99,Boomkor12e,49,4,1034.1,4295,7680,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,22,d,sum,2,6.0593951574,0.4190919674,53.643771828,0.0846481279,10.834960375,Groot,pulse
2014,DISBT,observer,HD22,1470,TBB_DEF_70-99,Boomkor12e,49,4,1034.1,4295,7680,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,23,d,sum,2,6.0188216383,0.3632130384,46.491268917,0.0840813267,10.762409821,Groot,pulse
2014,DISBT,observer,HD22,1470,TBB_DEF_70-99,Boomkor12e,49,4,1034.1,4295,7680,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,24,d,sum,2,8.8378044247,0.4679860303,59.902211874,0.1234617615,15.803105467,Groot,pulse
2014,DISBT,observer,HD22,1470,TBB_DEF_70-99,Boomkor12e,49,4,1034.1,4295,7680,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,25,d,sum,2,6.7293400564,0.3143189756,40.232828871,0.0940070788,12.032906085,Groot,pulse
2014,DISBT,observer,TH10,221,TBB_DEF_70-99,Boomkor04e,17,2,937.1,1925,3695,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,23,d,del,2,7.8707667578,1.0597402597,65.262337662,0.2453226002,15.107783465,Euro,pulse
2014,DISBT,observer,TH7,221,TBB_DEF_70-99,Boomkor04e,43,4,1035.1,385,1500,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,23,d,sum,2,3.588143669,2.4155844156,60.38961039,0.5591912211,13.979780529,Euro,pulse
2014,DISBT,observer,TX29,1677,TBB_DEF_70-99,Boomkor12w,5,1,905.1,1605,4570,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,21,d,sum,2,3.9406444259,0.8411214953,64.065420561,0.1473138103,11.220401886,Groot,non-pulse
2014,DISBT,observer,TX29,1677,TBB_DEF_70-99,Boomkor12w,5,1,905.1,1605,4570,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,24,d,sum,2,4.6167635054,0.6542056075,49.828660436,0.1725892899,13.145550916,Groot,non-pulse
2014,DISBT,observer,TX29,1677,TBB_DEF_70-99,Boomkor12w,5,1,905.1,1605,4570,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,25,d,sum,2,9.2715351888,1.1588785047,88.267912773,0.3465994463,26.399324494,Groot,non-pulse
2014,DISBT,observer,TX29,1677,TBB_DEF_70-99,Boomkor12w,5,1,905.1,1605,4570,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,26,d,sum,2,7.5921807991,0.8411214953,64.065420561,0.283819843,21.617611372,Groot,non-pulse
2015,DISBT,observer,OD50,221,TBB_DEF_70-99,Boomkor04e,24,2,1123.1,2395,4615,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,13,d,sum,2,0.3255470576,0.2004175365,15.415448852,0.0081556674,0.6273067518,Euro,pulse
2015,DISBT,observer,OD50,221,TBB_DEF_70-99,Boomkor04e,24,2,1123.1,2395,4615,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,14,d,sum,2,0.1782068932,0.0876826722,6.7442588727,0.0044644733,0.3433924059,Euro,pulse
2015,DISBT,observer,OD50,221,TBB_DEF_70-99,Boomkor04e,24,2,1123.1,2395,4615,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,19,d,sum,2,0.8381213377,0.1628392484,12.525052192,0.0209967767,1.6150020766,Euro,pulse
2015,DISBT,observer,OD50,221,TBB_DEF_70-99,Boomkor04e,24,2,1123.1,2395,4615,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,20,d,sum,2,1.5838021301,0.2630480167,20.232776618,0.0396777152,3.051877591,Euro,pulse
2015,DISBT,observer,OD50,221,TBB_DEF_70-99,Boomkor04e,24,2,1123.1,2395,4615,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,21,d,sum,2,1.0508385136,0.1503131524,11.561586639,0.0263258083,2.0248934197,Euro,pulse
2015,DISBT,observer,OD50,221,TBB_DEF_70-99,Boomkor04e,24,2,1123.1,2395,4615,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,25,d,sum,2,0.7477044507,0.0626304802,4.8173277662,0.0187316355,1.4407749645,Euro,pulse
2015,DISBT,observer,OD6,1324,TBB_DEF_70-99,Boomkor12e,11,1,1078,3985,4345,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,23,d,sum,2,0.8102259898,0.0526976161,3.8161856964,0.0121991366,0.8834208094,Groot,pulse
2015,DISBT,observer,OD6,1324,TBB_DEF_70-99,Boomkor12e,11,1,1078,3985,4345,Scophthalmus maximus,Turbot,Tarbot,TUR,885703040200,24,d,sum,2,8.5739893672,0.4893350063,35.436010038,0.1290939428,9.348553024,Groot,pulse
