"","a","b","cv","model","n","prop"
"1",1.61760047567122,2826.85046426992,0.257344908232708,"Segreg",740,0.739260739260739
"2",2.10111938295656,0.000152198706954231,0.273008969721563,"Ricker",261,0.260739260739261
