"","MSYBtrigger","5thPerc_SSBmsy","Bpa","Blim","Fpa","Flim","Fp05","Fmsy_unconstr","Fmsy"
"value",5970.5213820431,5970.5213820431,4123.77656088603,2909.64006489683,0.44,0.62,0.76,0.382382382382382,0.38
