Turbot in IV Mean Weight in Stock (Q2 wts) 								
1	4								
1975	2017								
1	10								
1									
-1	0.74	1.29	1.88	2.41	2.93	3.34	3.67	4.03	4.24
-1	0.74	1.29	1.88	2.41	2.93	3.34	3.67	4.03	4.24
-1	0.74	1.29	1.88	2.41	2.93	3.34	3.67	4.03	4.24
-1	0.74	1.29	1.88	2.41	2.93	3.34	3.67	4.03	4.24
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	0.9	0.8	1.48	2.59	3.23	5.66	5.17	6.39	8.4
-1	0.59	1.01	1.8	2.53	3.33	4.88	6.2	6.42	5.95
-1	0.61	1.13	1.99	2.77	3.38	3.97	4.72	3.7	6.65
-1	0.66	1.04	2.07	2.87	4.25	4.93	6.02	5.46	7.77
-1	0.59	1.02	1.83	2.95	4.46	5.99	4.83	6.36	7.19
-1	0.91	1.12	1.98	3.08	3.48	7.02	4.12	7.45	7.4
0.7	0.72	1.25	1.87	3.6	3.24	5.36	8.6	6.58	9.72
0.7	1.16	1.65	2.65	3.31	5.78	7.24	4.58	7	12.56
-1	0.81	1.48	2.96	5.3	5.77	8.26	8	8.31	8.62
0.9	0.84	1.79	3.09	3.02	5.34	3.47	7.02	10.66	8.66
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	0.8	1.03	1.67	3.08	5.06	2.57	7.49	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	0.5	1.14	1.99	2.45	2.82	4.14	1.42	2.96	3.9
-1	0.52	1.1	1.9	2.47	2.91	5.35	6.49	5.63	7.21
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	0.59	1.1	1.57	2.58	2.71	1.72	5.11	-1	4.65
-1	0.65	1.14	1.44	2.1	5.16	6.01	-1	7	7.25
-1	0.44	0.8	1.51	1.65	3.55	4.7	5.74	6.01	3.16
-1	0.45	1.04	1.62	2.3	2.38	2.71	4.5	5.58	6.17
-1	0.39	0.95	1.88	2.01	4	4.42	6.29	4.24	-1
-1	0.51	0.85	1.42	2.2	2.67	2.58	2.3	6.06	-1
-1	0.59	0.95	1.6	2.18	3.3	2.51	2.39	6.2	4.16
0.38	0.52	1.10	1.42	1.57	1.82	3.65	3.06	4.42	3.14
0.41	0.56	1.04	1.29	1.71	1.96	2.55	3.78	3.37	4.36
0.41	0.72	0.83	1.40	0.93	1.76	2.82	1.79	5.62	5.53
0.32	0.41	1.02	1.62	2.03	2.33	2.55	3.15	2.83	4.02
