Turbot in IV Mean Weight in Landings								
1	3								
1975	2017								
1	10								
1									
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	0.9	1	1.7	2.6	3.6	4.4	6.1	6.7	7.9
-1	0.9	1.1	1.8	2.6	3.2	4.5	5.2	5.3	6
-1	0.9	1.2	2	2.8	3.6	4	5.1	5.5	6
-1	0.8	1.3	2.2	3.2	3.8	4.5	5.5	5.3	7.7
-1	0.7	1.1	2	3.2	4.2	5	5.8	6.1	7.1
-1	1	1.3	2.1	3	3.7	6.3	4.7	6.1	6.8
0.7	1.1	1.6	2.1	3.8	4.6	6.1	8.6	6.9	8
0.7	1	1.6	2.8	3.1	4.6	6	5.9	7	7.8
-1	1	1.5	2.7	3.9	4.7	6.9	8	8.3	7.7
0.9	1	1.6	2.7	3.4	5.4	5.6	7	6.8	8.1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	0.83	1.26	2.12	3.34	4.92	5.38	6.48	6.55	7.31
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.50	0.62	1.15	1.78	2.24	2.74	2.59	4.98	3.35	2.82
0.43	0.69	1.2	2.12	3.17	3.76	5.15	8.61	6.4	8.13
0.44	0.62	1.13	1.89	2.89	3.47	4.6	4.96	7.38	5.26
0.41	0.66	1.31	1.92	3.37	5.09	2.7	2.29	5.8	1.84
0.34	0.7	1.25	1.75	3.27	3.72	4.17	4.96	-1	4.8
0.37	0.68	1.27	1.78	1.79	2.76	4.91	4.21	5.76	7.1
0.41	0.62	1.25	1.76	2.95	4.83	5.47	4.01	8.02	3.16
0.35	0.61	1.07	1.62	2.19	2.67	2.65	4.51	5.03	6.04
0.48	0.55	1.06	1.79	1.97	3.25	4.48	3.9	4.79	5.22
-1	0.6	0.91	1.46	2.58	3.01	3.47	3.23	5.52	7.08
0.61	0.61	1	1.64	2.23	3.41	2.27	2.91	5.77	6.9
0.41	0.59	1.07	1.42	1.67	1.85	3.034	3.09	4.39	2.73
0.41	0.59	1.10	1.30	1.67	2.12	2.78	3.16	3.26	3.27
0.00	0.66    0.93    1.33    1.22    1.94    2.93    2.39    5.77    3.88
0.54    0.98    1.18    1.74    2.15    2.37    3.07    3.51    2.69    4.84
