"","MSYBtrigger","5thPerc_SSBmsy","Bpa","Blim","Fpa","Flim","Fp05","Fmsy_unconstr","Fmsy"
"value",6395.71747415893,6395.71747415893,3599.01386773575,2954.94331831882,0.51,0.62,0.9,0.37037037037037,0.37
